Lakeland South,47.27843,-122.28326,11574,C
Lakewood,47.17176,-122.51846,59829,C
Langford,48.44963,-123.50261,22459,C
Langley,49.10107,-122.65883,23606,C
Lea Hill,47.32621,-122.18151,13182,C
Lebanon,44.53651,-122.90703,16324,C
Lents,45.47984,-122.56731,20156,C
Lewiston Orchards,46.38044,-116.97543,31422,C
Lewiston,46.41655,-117.01766,32544,C
Liberty Lake,47.67591,-117.11821,8906,C
Lincoln City,44.95816,-124.01789,8536,B
Longview,46.13817,-122.93817,36848,C
Lynden,48.9465,-122.45211,13517,C
Lynnwood,47.82093,-122.31513,36997,C
Madras,44.63345,-121.12949,6662,C
Maltby,47.8051,-122.11318,10830,C
Manchester,47.55566,-122.54507,5413,C
Maple Ridge,49.21939,-122.60193,70000,C
Maple Valley,47.39272,-122.04641,25686,C
Maplewood,47.40176,-122.55707,5138,C
Martha Lake,47.85093,-122.2393,15473,C
Marysville,48.05176,-122.17708,66773,C
McMinnville,45.21012,-123.19872,33892,C
Mead,47.76739,-117.35494,7275,C
Medford,42.32652,-122.87559,79805,B
Mercer Island,47.57065,-122.22207,25042,C
Meridian,43.61211,-116.39151,90739,C
Middleton,43.70683,-116.62014,6828,C
Midland,47.16704,-122.40484,8962,C
Mill Creek East,47.83602,-122.18766,15709,C
Mill Creek,47.8601,-122.2043,20043,C
Mill Plain,45.6429,-122.49398,7874,C
Milton,47.24816,-122.3129,7670,C
Milton-Freewater,45.93263,-118.38774,7035,C
Milwaukie,45.44623,-122.63926,20830,C
Minnehaha,45.65901,-122.64871,9771,C
Missoula,46.87215,-113.994,71022,B
Molalla,45.14734,-122.57703,8972,C
Monmouth,44.84845,-123.23399,10032,C
Monroe,47.85538,-121.97096,18090,C
Moscow,46.73239,-117.00017,25060,C
Moses Lake,47.13014,-119.27808,22082,C
Mount Vernon,48.42122,-122.33405,34053,C
Mount Vista,45.73428,-122.63288,7850,C
Mountain Home,43.13295,-115.6912,13730,C
Mountlake Terrace,47.78815,-122.30874,20989,C
Mukilteo,47.94454,-122.30458,21226,C
Nampa,43.54072,-116.56346,89839,C
Nanaimo,49.16638,-123.94003,84905,C
Nelson,49.49985,-117.28553,9813,C
New Westminster,49.20678,-122.91092,58549,C
Newberg,45.30012,-122.97316,22780,C
Newcastle,47.53899,-122.15568,11370,C
Newport,44.63678,-124.05345,10268,B
Normandy Park,47.43621,-122.34068,6668,C
North Bend,43.4065,-124.22428,9673,C
North Bend,47.49566,-121.78678,6679,C
North Cowichan,48.84133,-123.68596,32272,C
North Creek,47.81954,-122.17624,26410,C
North Portland,45.61039,-122.70343,7000,C
North Saanich,48.66634,-123.41933,11089,C
North Vancouver,49.31636,-123.06934,48000,C
Oak Bay,48.44964,-123.3026,18015,C
Oak Grove,45.41679,-122.64009,16629,C
Oak Harbor,48.29316,-122.64322,22693,C
Oak Hills,45.54123,-122.84121,11333,C
Oatfield,45.41418,-122.60007,13415,C
Ocean Shores,46.9737,-124.15629,5699,C
Olympia,47.03787,-122.9007,50302,A
Ontario,44.02655,-116.96294,10999,C
Opportunity,47.64995,-117.23991,25877,C
Orchard Homes,46.86326,-114.04844,5197,C
Orchards,45.66651,-122.56093,19556,C
Oregon City,45.35734,-122.60676,35831,B
Orting,47.09788,-122.20428,7446,C
Othello,46.82597,-119.17529,7809,C
Otis Orchards-East Farms,47.70988,-117.07975,6220,C
Pacific,47.26455,-122.25012,7123,C
Parkland,47.15538,-122.43401,35803,C
Parksville,49.31947,-124.31575,12000,C
Parkwood,47.53315,-122.61014,7126,C
Pasco,46.23958,-119.10057,69451,C
Payette,44.07822,-116.93377,7380,C
Pendleton,45.67207,-118.7886,16881,B
Penticton,49.48062,-119.58584,37721,B
Picnic Point,47.88111,-122.3284,8809,C
Picnic Point-North Lynnwood,47.86278,-122.29497,22953,C
Pitt Meadows,49.22119,-122.68965,17410,C
Port Alberni,49.24133,-124.8028,21282,C
Port Angeles,48.11815,-123.43074,19448,B
Port Coquitlam,49.26637,-122.76932,58000,C
Port Moody,49.28124,-122.82457,27512,C
Port Orchard,47.54037,-122.63625,13607,C
Port Townsend,48.11704,-122.76045,9335,C
Portland,45.52345,-122.67621,632309,A
Post Falls,47.71796,-116.95159,30453,C
Poulsbo,47.73593,-122.64654,10041,C
Prairie Ridge,47.1376,-122.14873,11464,C
Prineville,44.29985,-120.83447,9530,C
Prosser,46.2068,-119.76892,5869,C
Pullman,46.73127,-117.17962,32816,B
Puyallup,47.18538,-122.2929,39659,C
Quincy,47.2343,-119.85255,7365,C
Raleigh Hills,45.48067,-122.76204,5896,C
Rathdrum,47.8124,-116.89659,7538,C
Redmond,44.27262,-121.17392,28654,C
Redmond,47.67399,-122.12151,60598,C
Renton,47.48288,-122.21707,100242,C
Richland,46.28569,-119.28446,54248,C
Richmond,49.17003,-123.13683,182000,C
Ridgefield,45.81511,-122.7426,6455,C
Riverton,47.48427,-122.29457,6407,C
Rockcreek,45.55012,-122.87705,9316,C
Roseburg,43.2165,-123.34174,22114,B
Saint Helens,45.864,-122.80649,12883,C
Salem,44.9429,-123.0351,164549,A
Salmon Creek,45.71067,-122.64899,19686,C
Sammamish,47.64177,-122.0804,52253,C
Sandpoint,48.27659,-116.55325,7835,C
Sandy,45.39734,-122.26148,10644,C
Scappoose,45.75428,-122.8776,6954,C
SeaTac,47.44846,-122.29217,28215,C
Seaside,45.99316,-123.92264,6540,C
Seattle,47.60621,-122.33207,684451,A
Sechelt,49.47512,-123.75903,5977,C
Sedro-Woolley,48.50389,-122.23611,10815,C
Selah,46.65402,-120.53007,7682,C
Sequim,48.07963,-123.10234,6826,C
Shelton,47.21509,-123.10071,9834,C
Sheridan,45.09928,-123.39483,6094,C
Sherwood,45.35651,-122.8401,19283,C
Shoreline,47.75565,-122.34152,55439,C
Silver Firs,47.86602,-122.1551,20891,C
Silverdale,47.64454,-122.69487,19204,C
Silverton,45.00512,-122.78315,9753,C
Snohomish,47.91288,-122.09818,9670,C
Snoqualmie,47.52871,-121.82539,13169,B
Sooke,48.37463,-123.72762,6145,C
South Hill,47.14121,-122.27012,52431,C
Spanaway,47.10399,-122.43457,27227,C
Spokane Valley,47.67323,-117.23937,94919,C
Spokane,47.65966,-117.42908,213272,B
Springfield,44.04624,-123.02203,60870,C
Tacoma,47.25288,-122.44429,207948,B
Talent,42.24568,-122.78865,6411,C
Tanglewilde,47.0515,-122.78241,5892,C
Tanglewilde-Thompson Place,47.05116,-122.78081,5892,C
Terrace Heights,46.60624,-120.43979,6937,C
The Dalles,45.59456,-121.17868,15340,C
Tigard,45.43123,-122.77149,51253,C
Toppenish,46.37735,-120.30867,8995,C
Tracyton,47.60898,-122.65514,5233,C
Trail,49.09983,-117.70223,9707,C
Troutdale,45.53929,-122.38731,16631,C
Tualatin,45.38401,-122.76399,27154,C
Tukwila,47.47399,-122.26096,20018,C
Tulalip,48.06843,-122.29181,9246,C
Tumwater,47.00732,-122.90931,19190,C
Twin Falls,42.56297,-114.46087,47468,C
Umatilla,45.91735,-119.34252,7009,C
Union Gap,46.55735,-120.47506,6037,C
Union Hill-Novelty Hill,47.67887,-122.02833,18805,C
University Place,47.23565,-122.5504,32842,C
Vancouver,45.63873,-122.66149,172860,C
Vancouver,49.24966,-123.11934,600000,A
Vashon,47.44732,-122.45985,10624,C
Veradale,47.64995,-117.20738,9991,C
Victoria,48.4359,-123.35155,289625,B
Walla Walla,46.06458,-118.34302,32237,C
Waller,47.20066,-122.36929,7922,C
Walnut Grove,45.66789,-122.59899,9790,C
Walnut Grove,49.16473,-122.64042,25683,C
Wapato,46.44763,-120.42034,5068,C
Warrenton,46.1651,-123.92376,5282,C
Washougal,45.58262,-122.35342,15288,C
Weiser,44.251,-116.96933,5317,C
Wenatchee,47.42346,-120.31035,33636,B
West Clarkston-Highland,46.40287,-117.06395,5261,C
West End,49.28333,-123.13333,44560,C
West Haven,45.51762,-122.76954,6009,C
West Haven-Sylvan,45.51613,-122.76809,8001,C
West Lake Sammamish,47.5776,-122.10123,33929,C
West Lake Stevens,47.99343,-122.1018,21047,C
West Linn,45.36568,-122.61231,26593,C
West Richland,46.3043,-119.36141,13746,C
West Side Highway,46.18399,-122.91715,5517,C
West Slope,45.49873,-122.76454,6554,C
West Valley,46.59207,-120.60507,12655,C
West Vancouver,49.36672,-123.16652,42694,C
White Center,47.51732,-122.35485,13495,C
White City,42.43735,-122.85893,7975,C
White Rock,49.01636,-122.8026,66450,C
Wilsonville,45.29984,-122.77371,22729,C
Winston,43.12234,-123.41257,5393,C
Wollochet,47.26871,-122.58402,6651,C
Woodburn,45.14373,-122.85537,25173,C
Woodinville,47.75427,-122.16346,11782,C
Woodland,45.90456,-122.74399,5842,C
Woods Creek,47.87871,-121.89846,5589,C
Yakima,-120.5059,46.60207,93701,B
Yelm,46.94204,-122.60596,8434,C
